algo,run_no,itération,coût
rand,44,25,0.035145673791423894
rand,44,26,0.035145673791423894
rand,44,27,0.035145673791423894
rand,44,28,0.035145673791423894
rand,44,29,0.035145673791423894
rand,44,30,0.035145673791423894
rand,44,31,0.035145673791423894
rand,44,32,0.035145673791423894
rand,44,33,0.035145673791423894
rand,44,34,0.035145673791423894
rand,44,35,0.035145673791423894
rand,44,36,0.035145673791423894
rand,44,37,0.035145673791423894
rand,44,38,0.035145673791423894
rand,44,39,0.035145673791423894
rand,44,40,0.035145673791423894
rand,44,41,0.035145673791423894
rand,44,42,0.035145673791423894
rand,44,43,0.035145673791423894
rand,44,44,0.035145673791423894
rand,44,45,0.035145673791423894
rand,44,46,0.035145673791423894
rand,44,47,0.035145673791423894
rand,44,48,0.035145673791423894
rand,44,49,0.035145673791423894
hc,44,0,187.07943383305263
hc,44,0,187.07943383305263
hc,44,1,186.98587631946208
hc,44,2,186.89231880587153
hc,44,3,185.64008583400062
hc,44,4,185.64008583400062
hc,44,5,185.64008583400062
hc,44,6,185.64008583400062
hc,44,7,185.64008583400062
hc,44,8,185.64008583400062
hc,44,9,185.64008583400062
hc,44,10,185.55051425306334
hc,44,11,185.55051425306334
hc,44,12,184.30226721384577
hc,44,13,184.30226721384577
hc,44,14,184.30226721384577
hc,44,15,184.30226721384577
hc,44,16,184.30226721384577
hc,44,17,184.30226721384577
hc,44,18,184.30226721384577
hc,44,19,183.05402017462816
hc,44,20,183.05402017462816
hc,44,21,183.05402017462816
hc,44,22,181.07030477534462
hc,44,23,181.07030477534462
hc,44,24,179.91895704421572
hc,44,25,179.91895704421572
hc,44,26,178.10836456004586
hc,44,27,176.37399568290093
hc,44,28,176.31372678313429
hc,44,29,176.31372678313429
hc,44,30,176.31372678313429
hc,44,31,175.34752922081594
hc,44,32,175.34752922081594
hc,44,33,173.77956255079945
hc,44,34,172.28367404995018
hc,44,35,172.28367404995018
hc,44,36,171.48334198984008
hc,44,37,170.68300992973
hc,44,38,170.68300992973
hc,44,39,169.41335898388277
hc,44,40,169.41335898388277
hc,44,41,169.41335898388277
hc,44,42,169.41335898388277
hc,44,43,169.41335898388277
hc,44,44,169.41335898388277
hc,44,45,168.2079821296205
hc,44,46,168.2079821296205
hc,44,47,167.55790741655403
hc,44,48,167.55790741655403
hc,44,49,167.55790741655403
ghc,44,0,157.84766633917053
ghc,44,0,157.6813826092482
ghc,44,1,157.66722549213424
ghc,44,2,157.51881079173558
ghc,44,3,157.5161269048723
ghc,44,4,157.5146156549597
ghc,44,5,157.5120594906888
ghc,44,6,157.50691318955464
ghc,44,7,157.5067772991851
ghc,44,8,157.50670935400035
ghc,44,9,157.50617166067724
ghc,44,10,157.50610916067723
ghc,44,11,157.50604666067724
ghc,44,12,157.50601541067724
ghc,44,13,157.50598416067723
ghc,44,14,157.50595291067725
ghc,44,15,157.50589041067724
ghc,44,16,157.50582791067723
ghc,44,17,157.50573416067724
ghc,44,18,157.50573416067724
ghc,44,19,157.50570291067723
ghc,44,20,157.50560916067724
ghc,44,21,157.50560916067724
ghc,44,22,157.50557791067723
ghc,44,23,157.50551541067725
ghc,44,24,157.50551541067725
ghc,44,25,157.50548416067724
ghc,44,26,157.50548416067724
ghc,44,27,157.50539041067725
ghc,44,28,157.50526541067723
ghc,44,29,157.50526541067723
ghc,44,30,157.50523416067725
ghc,44,31,157.50517166067723
ghc,44,32,157.50514041067723
ghc,44,33,157.50504666067724
ghc,44,34,157.50492166067724
ghc,44,35,157.50485916067723
ghc,44,36,157.50485916067723
ghc,44,37,157.50479666067724
ghc,44,38,157.50476541067724
ghc,44,39,157.50473416067723
ghc,44,40,157.50470291067722
ghc,44,41,157.50470291067722
ghc,44,42,157.50464041067724
ghc,44,43,157.50460916067723
ghc,44,44,157.50451541067724
ghc,44,45,157.50448416067724
ghc,44,46,157.50448416067724
ghc,44,47,157.50445291067723
ghc,44,48,157.50445291067723
ghc,44,49,157.50439041067725
rand,45,0,162.04294520818016
rand,45,1,162.04294520818016
rand,45,2,157.57375617241638
rand,45,3,157.57375617241638
rand,45,4,157.57375617241638
rand,45,5,157.57375617241638
rand,45,6,157.57375617241638
rand,45,7,157.57375617241638
rand,45,8,157.57375617241638
rand,45,9,157.57375617241638
rand,45,10,157.57375617241638
rand,45,11,157.57375617241638
rand,45,12,157.57375617241638
rand,45,13,157.57375617241638
rand,45,14,157.57375617241638
rand,45,15,157.57375617241638
rand,45,16,157.57375617241638
rand,45,17,157.57375617241638
rand,45,18,157.57375617241638
rand,45,19,157.54809922763113
rand,45,20,157.54809922763113
rand,45,21,157.54809922763113
rand,45,22,157.54809922763113
rand,45,23,157.54809922763113
rand,45,24,157.54809922763113
rand,45,25,157.54809922763113
rand,45,26,157.54809922763113
rand,45,27,157.54809922763113
rand,45,28,157.54809922763113
rand,45,29,157.54809922763113
rand,45,30,157.54809922763113
rand,45,31,157.54809922763113
rand,45,32,157.54809922763113
rand,45,33,157.54809922763113
rand,45,34,157.54809922763113
rand,45,35,157.54809922763113
rand,45,36,157.54809922763113
rand,45,37,157.54809922763113
rand,45,38,157.54809922763113
rand,45,39,157.54809922763113
rand,45,40,157.54809922763113
rand,45,41,157.54809922763113
rand,45,42,157.54809922763113
rand,45,43,157.54809922763113
rand,45,44,157.54809922763113
rand,45,45,157.54809922763113
rand,45,46,157.54809922763113
rand,45,47,157.54809922763113
rand,45,48,157.54809922763113
rand,45,49,157.54809922763113
hc,45,0,167.9567736143544
hc,45,0,167.01699421859672
hc,45,1,167.01699421859672
hc,45,2,167.01699421859672
hc,45,3,166.98738308807265
hc,45,4,166.12585613316173
hc,45,5,165.31417351267922
hc,45,6,165.28978464699586
hc,45,7,164.5206093369264
hc,45,8,163.7914079895812
hc,45,9,163.77171035846933
hc,45,10,163.77171035846933
hc,45,11,163.14530905478392
hc,45,12,163.14530905478392
hc,45,13,162.5189077510985
hc,45,14,162.50314481119617
hc,45,15,161.95504740298304
hc,45,16,161.95504740298304
hc,45,17,161.3990205462236
hc,45,18,160.94715142414634
hc,45,19,160.94715142414634
hc,45,20,160.94715142414634
hc,45,21,160.455564178473
hc,45,22,160.455564178473
hc,45,23,160.455564178473
hc,45,24,160.09198836206133
hc,45,25,160.08382202702194
hc,45,26,159.65406517625712
hc,45,27,159.64725711527535
hc,45,28,159.64725711527535
hc,45,29,159.64199288353606
hc,45,30,159.64199288353606
hc,45,31,159.63520151324795
hc,45,32,159.63520151324795
hc,45,33,159.62841014295984
hc,45,34,159.62841014295984
hc,45,35,159.62841014295984
hc,45,36,159.62841014295984
hc,45,37,159.62841014295984
hc,45,38,159.62841014295984
hc,45,39,159.62161877267172
hc,45,40,159.62161877267172
hc,45,41,159.6148274023836
hc,45,42,159.33764496477608
hc,45,43,159.33764496477608
hc,45,44,159.33764496477608
hc,45,45,159.07992497834434
hc,45,46,159.07992497834434
hc,45,47,158.84166744308837
hc,45,48,158.6228723590082
hc,45,49,158.6228723590082
ghc,45,0,163.29906532888631
ghc,45,0,161.9983193453093
ghc,45,1,161.61528041414525
ghc,45,2,160.8354176163971
ghc,45,3,160.55644844154895
ghc,45,4,160.12229504606992
ghc,45,5,160.12229504606992
ghc,45,6,159.88131729420786
ghc,45,7,159.67126196235196
ghc,45,8,159.63784837040564
ghc,45,9,159.41104779519284
ghc,45,10,158.92786828283366
ghc,45,11,158.3858254841559
ghc,45,12,158.161622634577
ghc,45,13,158.15086128819493
ghc,45,14,157.96757548515686
ghc,45,15,157.95984458788766
ghc,45,16,157.87446650059252
ghc,45,17,157.8015292614085
ghc,45,18,157.63229494071587
ghc,45,19,157.59096452447278
ghc,45,20,157.51561114872555
ghc,45,21,157.50428505494517
ghc,45,22,157.50424572909273
ghc,45,23,157.50337383746006
ghc,45,24,157.50334258746005
ghc,45,25,157.50328008746007
ghc,45,26,157.50312383746007
ghc,45,27,157.50306133746008
ghc,45,28,157.50303008746008
ghc,45,29,157.50299883746007
ghc,45,30,157.50293633746006
ghc,45,31,157.50287383746007
ghc,45,32,157.50284258746007
ghc,45,33,157.50284258746007
ghc,45,34,157.50274883746008
ghc,45,35,157.50268633746006
ghc,45,36,157.50265508746006
ghc,45,37,157.50253008746006
ghc,45,38,157.5025
ghc,45,39,157.5025
ghc,45,40,157.5025
ghc,45,41,157.5025
ghc,45,42,157.5025
ghc,45,43,157.5025
ghc,45,44,157.5025
ghc,45,45,157.5025
ghc,45,46,157.5025
ghc,45,47,157.5025
ghc,45,48,157.5025
ghc,45,49,157.5025
rand,46,0,169.24597610307725
rand,46,1,169.24597610307725
rand,46,2,169.24597610307725
rand,46,3,169.24597610307725
rand,46,4,158.49686724735295
rand,46,5,158.49686724735295
rand,46,6,158.49686724735295
rand,46,7,158.49686724735295
rand,46,8,158.26811496157796
rand,46,9,158.26811496157796
rand,46,10,157.7324990100985
rand,46,11,157.7324990100985
rand,46,12,157.7324990100985
rand,46,13,157.7324990100985
rand,46,14,157.7324990100985
rand,46,15,157.7324990100985
rand,46,16,157.7324990100985
rand,46,17,157.7324990100985
rand,46,18,157.7324990100985
rand,46,19,157.6491634285892
rand,46,20,157.6491634285892
rand,46,21,157.6491634285892
rand,46,22,157.6491634285892
rand,46,23,157.6491634285892
rand,46,24,157.6491634285892
rand,46,25,157.61796365607918
rand,46,26,157.61796365607918
rand,46,27,157.61796365607918
rand,46,28,157.61796365607918
rand,46,29,157.61796365607918
rand,46,30,157.61796365607918
rand,46,31,157.61796365607918
rand,46,32,157.61796365607918
rand,46,33,157.61796365607918
rand,46,34,157.61796365607918
rand,46,35,157.61796365607918
rand,46,36,157.61796365607918
rand,46,37,157.61796365607918
rand,46,38,157.61796365607918
rand,46,39,157.61796365607918
rand,46,40,157.61796365607918
rand,46,41,157.61796365607918
rand,46,42,157.61796365607918
rand,46,43,157.61796365607918
rand,46,44,157.61796365607918
rand,46,45,157.61796365607918
rand,46,46,157.61796365607918
rand,46,47,157.61796365607918
rand,46,48,157.61796365607918
rand,46,49,157.59075049108304
hc,46,0,225.48345364980463
hc,46,0,222.83796481752805
hc,46,1,222.83796481752805
hc,46,2,222.83796481752805
hc,46,3,219.5493804038719
hc,46,4,219.5493804038719
hc,46,5,219.5493804038719
hc,46,6,217.03704407128862
hc,46,7,214.52470773870536
hc,46,8,214.31737462334553
hc,46,9,211.8141727614035
hc,46,10,209.0098761055937
hc,46,11,209.0098761055937
hc,46,12,208.82191066094634
hc,46,13,208.82191066094634
hc,46,14,208.633945216299
hc,46,15,208.633945216299
hc,46,16,208.633945216299
hc,46,17,208.44597977165165
hc,46,18,205.7458948807678
hc,46,19,205.7458948807678
hc,46,20,205.7458948807678
hc,46,21,205.7458948807678
hc,46,22,205.7458948807678
hc,46,23,205.7458948807678
hc,46,24,203.1193221545962
hc,46,25,200.56626159313694
hc,46,26,200.56626159313694
hc,46,27,198.08671319638995
hc,46,28,198.08671319638995
hc,46,29,197.93696831707018
hc,46,30,197.93696831707018
hc,46,31,197.93696831707018
hc,46,32,197.78722343775038
hc,46,33,195.93048793770214
hc,46,34,195.93048793770214
hc,46,35,195.93048793770214
hc,46,36,195.93048793770214
hc,46,37,195.93048793770214
hc,46,38,195.78764441840818
hc,46,39,195.6448008991142
hc,46,40,195.6448008991142
hc,46,41,193.80186811911756
hc,46,42,193.66592595984935
hc,46,43,191.52196008107938
hc,46,44,191.3940767601576
hc,46,45,191.3940767601576
hc,46,46,191.26619343923576
hc,46,47,191.26619343923576
hc,46,48,191.26619343923576
hc,46,49,191.26619343923576
ghc,46,0,161.78229164033053
ghc,46,0,160.62536093675646
ghc,46,1,159.39548375094364
ghc,46,2,159.23607335575795
ghc,46,3,158.5473164128148
ghc,46,4,158.05283185210544
ghc,46,5,157.97844953358887
ghc,46,6,157.73719412608307
ghc,46,7,157.63154686493382
ghc,46,8,157.55778450695303
ghc,46,9,157.53158626905318
ghc,46,10,157.53131785529104
ghc,46,11,157.5299757864804
ghc,46,12,157.50339617287162
ghc,46,13,157.50339617287162
ghc,46,14,157.5033024228716
ghc,46,15,157.5033024228716
ghc,46,16,157.5033024228716
ghc,46,17,157.5033024228716
ghc,46,18,157.5032711728716
ghc,46,19,157.5032086728716
ghc,46,20,157.5031774228716
ghc,46,21,157.5031774228716
ghc,46,22,157.5031461728716
ghc,46,23,157.50311492287162
ghc,46,24,157.5030211728716
ghc,46,25,157.5030211728716
ghc,46,26,157.5030211728716
ghc,46,27,157.5028961728716
ghc,46,28,157.5028961728716
ghc,46,29,157.50283367287162
ghc,46,30,157.50283367287162
ghc,46,31,157.5027711728716
ghc,46,32,157.5027711728716
ghc,46,33,157.5027399228716
ghc,46,34,157.5027399228716
ghc,46,35,157.5026774228716
ghc,46,36,157.5026774228716
ghc,46,37,157.5026774228716
ghc,46,38,157.5026461728716
ghc,46,39,157.5026149228716
ghc,46,40,157.5026149228716
ghc,46,41,157.5025836728716
ghc,46,42,157.5025836728716
ghc,46,43,157.5025
ghc,46,44,157.5025
ghc,46,45,157.5025
ghc,46,46,157.5025
ghc,46,47,157.5025
ghc,46,48,157.5025
ghc,46,49,157.5025
rand,47,0,161.8859236081159
rand,47,1,158.17860671898052
rand,47,2,158.17860671898052
rand,47,3,158.17860671898052
rand,47,4,158.17860671898052
rand,47,5,157.92633668789682
rand,47,6,157.92633668789682
rand,47,7,157.92633668789682
rand,47,8,157.92633668789682
rand,47,9,157.92633668789682
rand,47,10,157.92633668789682
rand,47,11,157.92633668789682
rand,47,12,157.92633668789682
rand,47,13,157.92633668789682
rand,47,14,157.92633668789682
rand,47,15,157.92633668789682
rand,47,16,157.92633668789682
rand,47,17,157.92633668789682
rand,47,18,157.78448443989404
rand,47,19,157.78448443989404
rand,47,20,157.78448443989404
rand,47,21,157.78448443989404
rand,47,22,157.78448443989404
rand,47,23,157.78448443989404
rand,47,24,157.78448443989404
rand,47,25,157.78448443989404
rand,47,26,157.78448443989404
rand,47,27,157.78448443989404
rand,47,28,157.78448443989404
rand,47,29,157.78448443989404
rand,47,30,157.64554506824643
rand,47,31,157.64554506824643
rand,47,32,157.64554506824643
rand,47,33,157.64554506824643
rand,47,34,157.64554506824643
rand,47,35,157.64554506824643
rand,47,36,157.64554506824643
rand,47,37,157.64554506824643
rand,47,38,157.64554506824643
rand,47,39,157.64554506824643
rand,47,40,157.64554506824643
rand,47,41,157.64554506824643
rand,47,42,157.64554506824643
rand,47,43,157.64554506824643
rand,47,44,157.64554506824643
rand,47,45,157.64554506824643
rand,47,46,157.64554506824643
rand,47,47,157.64554506824643
rand,47,48,157.64554506824643
rand,47,49,157.64554506824643
hc,47,0,157.52869471388055
hc,47,0,157.52869471388055
hc,47,1,157.5284956481636
hc,47,2,0.030493893646874833
hc,47,3,0.030493893646874833
hc,47,4,0.030280868529272368
hc,47,5,0.030280868529272368
hc,47,6,0.030280868529272368
hc,47,7,0.030280868529272368
hc,47,8,0.030280868529272368
hc,47,9,0.030280868529272368
hc,47,10,0.030280868529272368
hc,47,11,0.030280868529272368
hc,47,12,0.030280868529272368
hc,47,13,0.030280868529272368
hc,47,14,0.030280868529272368
hc,47,15,0.030280868529272368
hc,47,16,0.030280868529272368
hc,47,17,0.030280868529272368
hc,47,18,0.030280868529272368
hc,47,19,0.030280868529272368
hc,47,20,0.030280868529272368
hc,47,21,0.030280868529272368
hc,47,22,0.030280868529272368
hc,47,23,0.030280868529272368
hc,47,24,0.030280868529272368
hc,47,25,0.030280868529272368
hc,47,26,0.030280868529272368
hc,47,27,0.030280868529272368
hc,47,28,0.030280868529272368
hc,47,29,0.030280868529272368
hc,47,30,0.030280868529272368
hc,47,31,0.030280868529272368
hc,47,32,0.030280868529272368
hc,47,33,0.030067843411669903
hc,47,34,0.030067843411669903
hc,47,35,0.030067843411669903
hc,47,36,0.030067843411669903
hc,47,37,0.030067843411669903
hc,47,38,0.030067843411669903
hc,47,39,0.030067843411669903
hc,47,40,0.030067843411669903
hc,47,41,0.030067843411669903
hc,47,42,0.030067843411669903
hc,47,43,0.030067843411669903
hc,47,44,0.030067843411669903
hc,47,45,0.030067843411669903
hc,47,46,0.030067843411669903
hc,47,47,0.030067843411669903
hc,47,48,0.030067843411669903
hc,47,49,0.030067843411669903
ghc,47,0,159.40113982596387
ghc,47,0,158.7061215487982
ghc,47,1,158.223419052613
ghc,47,2,158.0989579965561
ghc,47,3,157.9836486521093
ghc,47,4,157.79286448868072
ghc,47,5,157.79128862422314
ghc,47,6,157.6486901443469
ghc,47,7,157.6486901443469
ghc,47,8,157.59558273491245
ghc,47,9,157.52495205284012
ghc,47,10,157.50565136576753
ghc,47,11,157.50565136576753
ghc,47,12,157.50562011576756
ghc,47,13,157.50558886576755
ghc,47,14,157.50552636576754
ghc,47,15,157.50546386576755
ghc,47,16,157.50540136576754
ghc,47,17,157.50540136576754
ghc,47,18,157.50537011576753
ghc,47,19,157.50537011576753
ghc,47,20,157.50533886576756
ghc,47,21,157.50533886576756
ghc,47,22,157.50527636576754
ghc,47,23,157.50524511576754
ghc,47,24,157.50518261576755
ghc,47,25,157.50518261576755
ghc,47,26,157.50508886576753
ghc,47,27,157.50508886576753
ghc,47,28,157.50502636576755
ghc,47,29,157.50499511576754
ghc,47,30,157.50496386576754
ghc,47,31,157.50493261576753
ghc,47,32,157.50483886576754
ghc,47,33,157.50483886576754
ghc,47,34,157.50477636576755
ghc,47,35,157.50477636576755
ghc,47,36,157.50471386576754
ghc,47,37,157.50468261576754
ghc,47,38,157.50465136576753
ghc,47,39,157.50458886576754
ghc,47,40,157.50458886576754
ghc,47,41,157.50452636576753
ghc,47,42,157.50449511576755
ghc,47,43,157.50449511576755
ghc,47,44,157.50443261576754
ghc,47,45,157.50437011576753
ghc,47,46,157.50430761576754
ghc,47,47,157.50427636576754
ghc,47,48,157.50421386576755
ghc,47,49,157.50421386576755
rand,48,0,184.0894943934058
rand,48,1,170.77979255140968
rand,48,2,169.32358164386733
rand,48,3,169.32358164386733
rand,48,4,158.99293633716255
rand,48,5,158.99293633716255
rand,48,6,158.99293633716255
rand,48,7,158.99293633716255
rand,48,8,158.8860494877579
rand,48,9,158.8860494877579
rand,48,10,158.8860494877579
rand,48,11,158.8860494877579
rand,48,12,158.8860494877579
rand,48,13,158.57262741230224
rand,48,14,158.57262741230224
rand,48,15,158.57262741230224
rand,48,16,158.57262741230224
rand,48,17,158.57262741230224
rand,48,18,158.57262741230224
rand,48,19,158.35117990710523
rand,48,20,158.35117990710523
rand,48,21,158.35117990710523
rand,48,22,157.51802795959972
rand,48,23,157.51802795959972
rand,48,24,157.51802795959972
rand,48,25,157.51802795959972
rand,48,26,157.51802795959972
rand,48,27,157.51802795959972
rand,48,28,157.51802795959972
rand,48,29,157.51802795959972
rand,48,30,157.51802795959972
rand,48,31,157.51802795959972
rand,48,32,157.51802795959972
rand,48,33,157.51802795959972
rand,48,34,157.51802795959972
rand,48,35,157.51802795959972
rand,48,36,157.51802795959972
rand,48,37,157.51802795959972
rand,48,38,157.51802795959972
rand,48,39,157.51802795959972
rand,48,40,157.51802795959972
rand,48,41,157.51802795959972
rand,48,42,157.51802795959972
rand,48,43,157.51802795959972
rand,48,44,157.51802795959972
rand,48,45,157.51802795959972
rand,48,46,157.51802795959972
rand,48,47,157.51802795959972
rand,48,48,157.51802795959972
rand,48,49,157.51802795959972
hc,48,0,167.0471903265464
hc,48,0,167.0471903265464
hc,48,1,167.0471903265464
hc,48,2,166.0665767907319
hc,48,3,166.0665767907319
hc,48,4,166.0665767907319
hc,48,5,166.02720161327434
hc,48,6,165.5906900095458
hc,48,7,165.5906900095458
hc,48,8,165.5906900095458
hc,48,9,165.5906900095458
hc,48,10,165.5906900095458
hc,48,11,165.5906900095458
hc,48,12,165.5906900095458
hc,48,13,165.5906900095458
hc,48,14,164.71472567916553
hc,48,15,164.71472567916553
hc,48,16,164.71472567916553
hc,48,17,163.88893593377938
hc,48,18,163.1133207733873
hc,48,19,162.8104690203053
hc,48,20,162.12416765659427
hc,48,21,162.1028151155932
hc,48,22,162.1028151155932
hc,48,23,162.1028151155932
hc,48,24,162.1028151155932
hc,48,25,161.8403202923413
hc,48,26,161.57782546908936
hc,48,27,161.57782546908936
hc,48,28,161.57782546908936
hc,48,29,161.57782546908936
hc,48,30,161.31533064583746
hc,48,31,161.05283582258556
hc,48,32,161.05283582258556
hc,48,33,160.56200767146447
hc,48,34,160.56200767146447
hc,48,35,160.5478029635393
hc,48,36,160.53359825561415
hc,48,37,160.53359825561415
hc,48,38,160.519393547689
hc,48,39,160.50518883976383
hc,48,40,160.50518883976383
hc,48,41,160.49098413183864
hc,48,42,160.27000070050607
hc,48,43,160.27000070050607
hc,48,44,160.256845481632
hc,48,45,160.03691153935054
hc,48,46,160.02480580952758
hc,48,47,160.02480580952758
hc,48,48,160.02480580952758
hc,48,49,160.02480580952758
ghc,48,0,161.4252128931164
ghc,48,0,159.79494486766413
ghc,48,1,159.54640136935237
ghc,48,2,159.31625653695474
ghc,48,3,158.93470818236332
ghc,48,4,158.44137319057015
ghc,48,5,158.43083988843634
ghc,48,6,158.42557323736946
ghc,48,7,158.40977328416878
ghc,48,8,158.26155293064886
ghc,48,9,158.13597252387353
ghc,48,10,157.92542393646494
ghc,48,11,157.92038164415516
ghc,48,12,157.75401413027765
ghc,48,13,157.68422592662927
ghc,48,14,157.58113675557755
ghc,48,15,157.51985589549798
ghc,48,16,157.50499194607738
ghc,48,17,157.50496069607738
ghc,48,18,157.5048981960774
ghc,48,19,157.50483569607738
ghc,48,20,157.5047731960774
ghc,48,21,157.5047731960774
ghc,48,22,157.5047419460774
ghc,48,23,157.5046481960774
ghc,48,24,157.5046481960774
ghc,48,25,157.5046169460774
ghc,48,26,157.50458569607738
ghc,48,27,157.5045231960774
ghc,48,28,157.50439819607737
ghc,48,29,157.5043669460774
ghc,48,30,157.50430444607738
ghc,48,31,157.50427319607738
ghc,48,32,157.50427319607738
ghc,48,33,157.5042419460774
ghc,48,34,157.5042419460774
ghc,48,35,157.50411694607737
ghc,48,36,157.5040544460774
ghc,48,37,157.50402319607738
ghc,48,38,157.50402319607738
ghc,48,39,157.50402319607738
ghc,48,40,157.5039294460774
ghc,48,41,157.5039294460774
ghc,48,42,157.5039294460774
ghc,48,43,157.50386694607738
ghc,48,44,157.50383569607737
ghc,48,45,157.5038044460774
ghc,48,46,157.50374194607738
ghc,48,47,157.50371069607738
ghc,48,48,157.5036481960774
ghc,48,49,157.5036169460774
rand,49,0,159.9318088378186
rand,49,1,159.9318088378186
rand,49,2,159.9318088378186
rand,49,3,159.9318088378186
rand,49,4,159.9318088378186
rand,49,5,158.40919713557105
rand,49,6,158.40919713557105
rand,49,7,158.40919713557105
rand,49,8,158.40919713557105
rand,49,9,158.40919713557105
rand,49,10,158.40919713557105
rand,49,11,158.40919713557105
rand,49,12,158.40919713557105
rand,49,13,158.40919713557105
rand,49,14,158.40919713557105
rand,49,15,158.40919713557105
rand,49,16,158.1443019335835
rand,49,17,158.1443019335835
rand,49,18,158.1443019335835
rand,49,19,158.1443019335835
rand,49,20,0.06571607324419645
rand,49,21,0.06571607324419645
rand,49,22,0.06571607324419645
rand,49,23,0.06571607324419645
rand,49,24,0.06571607324419645
rand,49,25,0.06571607324419645
rand,49,26,0.06571607324419645
rand,49,27,0.06571607324419645
rand,49,28,0.06571607324419645
rand,49,29,0.06571607324419645
rand,49,30,0.06571607324419645
rand,49,31,0.06571607324419645
rand,49,32,0.06571607324419645
rand,49,33,0.06571607324419645
rand,49,34,0.06571607324419645
rand,49,35,0.06571607324419645
rand,49,36,0.06571607324419645
rand,49,37,0.06571607324419645
rand,49,38,0.06571607324419645
rand,49,39,0.06571607324419645
rand,49,40,0.06571607324419645
rand,49,41,0.06571607324419645
rand,49,42,0.06571607324419645
rand,49,43,0.06571607324419645
rand,49,44,0.06571607324419645
rand,49,45,0.06571607324419645
rand,49,46,0.06571607324419645
rand,49,47,0.06571607324419645
rand,49,48,0.06571607324419645
rand,49,49,0.06571607324419645
hc,49,0,174.68924151512732
hc,49,0,173.9968104797756
hc,49,1,173.9968104797756
hc,49,2,173.9968104797756
hc,49,3,173.9968104797756
hc,49,4,173.9968104797756
hc,49,5,173.9968104797756
hc,49,6,173.9968104797756
hc,49,7,173.3043794444239
hc,49,8,173.3043794444239
hc,49,9,173.3043794444239
hc,49,10,173.3043794444239
hc,49,11,173.3043794444239
hc,49,12,173.3043794444239
hc,49,13,171.9994731990626
hc,49,14,170.75078325059383
hc,49,15,169.55830959901752
hc,49,16,168.42205224433366
hc,49,17,168.42205224433366
hc,49,18,167.3420111865423
hc,49,19,167.3420111865423
hc,49,20,167.3420111865423
hc,49,21,167.3420111865423
hc,49,22,167.29206152427383
hc,49,23,167.24211186200534
hc,49,24,167.19216219973688
hc,49,25,167.19216219973688
hc,49,26,166.76752332477437
hc,49,27,166.71976208733346
hc,49,28,166.71976208733346
hc,49,29,166.71976208733346
hc,49,30,166.71976208733346
hc,49,31,166.67200084989253
hc,49,32,166.2517388245851
hc,49,33,166.2517388245851
hc,49,34,166.2517388245851
hc,49,35,166.2517388245851
hc,49,36,165.34133070375483
hc,49,37,165.34133070375483
hc,49,38,164.48091138488414
hc,49,39,164.44455977833022
hc,49,40,163.63834940541838
hc,49,41,163.3435833932153
hc,49,42,163.0488173810122
hc,49,43,163.0488173810122
hc,49,44,163.0488173810122
hc,49,45,163.01977185001925
hc,49,46,162.99072631902627
hc,49,47,162.96168078803328
hc,49,48,162.96168078803328
hc,49,49,162.28859063609283
ghc,49,0,159.66137434006015
ghc,49,0,158.8860815613379
ghc,49,1,158.55728401278373
ghc,49,2,158.27596668142675
ghc,49,3,158.040629567267
ghc,49,4,157.94255508082952
ghc,49,5,157.6473875623436
ghc,49,6,157.5980306390753
ghc,49,7,157.53025504185484
ghc,49,8,157.5107504959918
ghc,49,9,157.50474753486617
ghc,49,10,157.5047162848662
ghc,49,11,157.50468503486618
ghc,49,12,157.50468503486618
ghc,49,13,157.50465378486618
ghc,49,14,157.50459128486617
ghc,49,15,157.50449753486618
ghc,49,16,157.50440378486618
ghc,49,17,157.50431003486617
ghc,49,18,157.50424753486618
ghc,49,19,157.50421628486617
ghc,49,20,157.50418503486617
ghc,49,21,157.50418503486617
ghc,49,22,157.50409128486618
ghc,49,23,157.50402878486616
ghc,49,24,157.50402878486616
ghc,49,25,157.50393503486617
ghc,49,26,157.50390378486617
ghc,49,27,157.5038725348662
ghc,49,28,157.50381003486618
ghc,49,29,157.50381003486618
ghc,49,30,157.50377878486617
ghc,49,31,157.50374753486616
ghc,49,32,157.50368503486618
ghc,49,33,157.50362253486617
ghc,49,34,157.50362253486617
ghc,49,35,157.50356003486618
ghc,49,36,157.50356003486618
ghc,49,37,157.50349753486617
ghc,49,38,157.50349753486617
ghc,49,39,157.50346628486616
ghc,49,40,157.50346628486616
ghc,49,41,157.5034350348662
ghc,49,42,157.50340378486618
ghc,49,43,157.50340378486618
ghc,49,44,157.50337253486617
ghc,49,45,157.50334128486617
ghc,49,46,157.50327878486618
ghc,49,47,157.50327878486618
ghc,49,48,157.50318503486616
ghc,49,49,157.50312253486618
rand,50,0,178.1335454427164
rand,50,1,177.18289833309586
rand,50,2,159.3826341149185
rand,50,3,159.3826341149185
rand,50,4,159.3826341149185
rand,50,5,159.3826341149185
rand,50,6,159.3826341149185
rand,50,7,159.3826341149185
rand,50,8,159.3826341149185
rand,50,9,158.33271018528933
rand,50,10,158.33271018528933
rand,50,11,158.1253484457116
rand,50,12,158.1253484457116
rand,50,13,158.1253484457116
rand,50,14,158.1253484457116
rand,50,15,158.1253484457116
rand,50,16,158.1253484457116
rand,50,17,158.1253484457116
rand,50,18,158.1253484457116
rand,50,19,157.6318948376185
rand,50,20,157.6318948376185
rand,50,21,157.6318948376185
